"Statistic","Year","Garda Station","Type of Offence","UNIT","VALUE"
"Recorded Crime Offences Under Reservation","2019","66203 Rathcoole, D.M.R. Western Division","Damage to property and to the environment","Number","83"
"Recorded Crime Offences Under Reservation","2019","66203 Rathcoole, D.M.R. Western Division","Public order and other social code offences","Number","55"
"Recorded Crime Offences Under Reservation","2019","66203 Rathcoole, D.M.R. Western Division","Offences against government, justice procedures and organisation of crime","Number","7"
"Recorded Crime Offences Under Reservation","2019","64201 Rathfarnham, D.M.R. Southern Division","Attempts/threats to murder, assaults, harassments and related offences","Number","149"
"Recorded Crime Offences Under Reservation","2019","64201 Rathfarnham, D.M.R. Southern Division","Dangerous or negligent acts","Number","43"
"Recorded Crime Offences Under Reservation","2019","64201 Rathfarnham, D.M.R. Southern Division","Kidnapping and related offences","Number","0"
"Recorded Crime Offences Under Reservation","2019","64201 Rathfarnham, D.M.R. Southern Division","Robbery, extortion and hijacking offences","Number","28"
"Recorded Crime Offences Under Reservation","2019","64201 Rathfarnham, D.M.R. Southern Division","Burglary and related offences","Number","265"
"Recorded Crime Offences Under Reservation","2019","64201 Rathfarnham, D.M.R. Southern Division","Theft and related offences","Number","871"
"Recorded Crime Offences Under Reservation","2019","64201 Rathfarnham, D.M.R. Southern Division","Fraud, deception and related offences","Number","97"
"Recorded Crime Offences Under Reservation","2019","64201 Rathfarnham, D.M.R. Southern Division","Controlled drug offences","Number","254"
"Recorded Crime Offences Under Reservation","2019","64201 Rathfarnham, D.M.R. Southern Division","Weapons and Explosives Offences","Number","20"
"Recorded Crime Offences Under Reservation","2019","64201 Rathfarnham, D.M.R. Southern Division","Damage to property and to the environment","Number","238"
"Recorded Crime Offences Under Reservation","2019","64201 Rathfarnham, D.M.R. Southern Division","Public order and other social code offences","Number","186"
"Recorded Crime Offences Under Reservation","2019","64201 Rathfarnham, D.M.R. Southern Division","Offences against government, justice procedures and organisation of crime","Number","48"
"Recorded Crime Offences Under Reservation","2019","64301 Rathmines, D.M.R. Southern Division","Attempts/threats to murder, assaults, harassments and related offences","Number","84"
"Recorded Crime Offences Under Reservation","2019","64301 Rathmines, D.M.R. Southern Division","Dangerous or negligent acts","Number","18"
"Recorded Crime Offences Under Reservation","2019","64301 Rathmines, D.M.R. Southern Division","Kidnapping and related offences","Number","0"
"Recorded Crime Offences Under Reservation","2019","64301 Rathmines, D.M.R. Southern Division","Robbery, extortion and hijacking offences","Number","20"
"Recorded Crime Offences Under Reservation","2019","64301 Rathmines, D.M.R. Southern Division","Burglary and related offences","Number","146"
"Recorded Crime Offences Under Reservation","2019","64301 Rathmines, D.M.R. Southern Division","Theft and related offences","Number","692"
"Recorded Crime Offences Under Reservation","2019","64301 Rathmines, D.M.R. Southern Division","Fraud, deception and related offences","Number","46"
"Recorded Crime Offences Under Reservation","2019","64301 Rathmines, D.M.R. Southern Division","Controlled drug offences","Number","162"
"Recorded Crime Offences Under Reservation","2019","64301 Rathmines, D.M.R. Southern Division","Weapons and Explosives Offences","Number","10"
"Recorded Crime Offences Under Reservation","2019","64301 Rathmines, D.M.R. Southern Division","Damage to property and to the environment","Number","111"
"Recorded Crime Offences Under Reservation","2019","64301 Rathmines, D.M.R. Southern Division","Public order and other social code offences","Number","194"
"Recorded Crime Offences Under Reservation","2019","64301 Rathmines, D.M.R. Southern Division","Offences against government, justice procedures and organisation of crime","Number","10"
"Recorded Crime Offences Under Reservation","2019","66302 Ronanstown, D.M.R. Western Division","Attempts/threats to murder, assaults, harassments and related offences","Number","280"
"Recorded Crime Offences Under Reservation","2019","66302 Ronanstown, D.M.R. Western Division","Dangerous or negligent acts","Number","75"
"Recorded Crime Offences Under Reservation","2019","66302 Ronanstown, D.M.R. Western Division","Kidnapping and related offences","Number","2"
"Recorded Crime Offences Under Reservation","2019","66302 Ronanstown, D.M.R. Western Division","Robbery, extortion and hijacking offences","Number","36"
"Recorded Crime Offences Under Reservation","2019","66302 Ronanstown, D.M.R. Western Division","Burglary and related offences","Number","178"
"Recorded Crime Offences Under Reservation","2019","66302 Ronanstown, D.M.R. Western Division","Theft and related offences","Number","1060"
"Recorded Crime Offences Under Reservation","2019","66302 Ronanstown, D.M.R. Western Division","Fraud, deception and related offences","Number","64"
"Recorded Crime Offences Under Reservation","2019","66302 Ronanstown, D.M.R. Western Division","Controlled drug offences","Number","456"
"Recorded Crime Offences Under Reservation","2019","66302 Ronanstown, D.M.R. Western Division","Weapons and Explosives Offences","Number","24"
"Recorded Crime Offences Under Reservation","2019","66302 Ronanstown, D.M.R. Western Division","Damage to property and to the environment","Number","258"
"Recorded Crime Offences Under Reservation","2019","66302 Ronanstown, D.M.R. Western Division","Public order and other social code offences","Number","181"
"Recorded Crime Offences Under Reservation","2019","66302 Ronanstown, D.M.R. Western Division","Offences against government, justice procedures and organisation of crime","Number","195"
"Recorded Crime Offences Under Reservation","2019","63203 Santry, D.M.R. Northern Division","Attempts/threats to murder, assaults, harassments and related offences","Number","160"
"Recorded Crime Offences Under Reservation","2019","63203 Santry, D.M.R. Northern Division","Dangerous or negligent acts","Number","58"
"Recorded Crime Offences Under Reservation","2019","63203 Santry, D.M.R. Northern Division","Kidnapping and related offences","Number","1"
"Recorded Crime Offences Under Reservation","2019","63203 Santry, D.M.R. Northern Division","Robbery, extortion and hijacking offences","Number","53"
"Recorded Crime Offences Under Reservation","2019","63203 Santry, D.M.R. Northern Division","Burglary and related offences","Number","259"
"Recorded Crime Offences Under Reservation","2019","63203 Santry, D.M.R. Northern Division","Theft and related offences","Number","1207"
"Recorded Crime Offences Under Reservation","2019","63203 Santry, D.M.R. Northern Division","Fraud, deception and related offences","Number","66"
"Recorded Crime Offences Under Reservation","2019","63203 Santry, D.M.R. Northern Division","Controlled drug offences","Number","92"
"Recorded Crime Offences Under Reservation","2019","63203 Santry, D.M.R. Northern Division","Weapons and Explosives Offences","Number","26"
"Recorded Crime Offences Under Reservation","2019","63203 Santry, D.M.R. Northern Division","Damage to property and to the environment","Number","237"
"Recorded Crime Offences Under Reservation","2019","63203 Santry, D.M.R. Northern Division","Public order and other social code offences","Number","127"
"Recorded Crime Offences Under Reservation","2019","63203 Santry, D.M.R. Northern Division","Offences against government, justice procedures and organisation of crime","Number","26"
"Recorded Crime Offences Under Reservation","2019","65205 Shankill, D.M.R. Eastern Division","Attempts/threats to murder, assaults, harassments and related offences","Number","65"
"Recorded Crime Offences Under Reservation","2019","65205 Shankill, D.M.R. Eastern Division","Dangerous or negligent acts","Number","36"
"Recorded Crime Offences Under Reservation","2019","65205 Shankill, D.M.R. Eastern Division","Kidnapping and related offences","Number","0"
"Recorded Crime Offences Under Reservation","2019","65205 Shankill, D.M.R. Eastern Division","Robbery, extortion and hijacking offences","Number","10"
"Recorded Crime Offences Under Reservation","2019","65205 Shankill, D.M.R. Eastern Division","Burglary and related offences","Number","127"
"Recorded Crime Offences Under Reservation","2019","65205 Shankill, D.M.R. Eastern Division","Theft and related offences","Number","238"
"Recorded Crime Offences Under Reservation","2019","65205 Shankill, D.M.R. Eastern Division","Fraud, deception and related offences","Number","25"
"Recorded Crime Offences Under Reservation","2019","65205 Shankill, D.M.R. Eastern Division","Controlled drug offences","Number","82"
"Recorded Crime Offences Under Reservation","2019","65205 Shankill, D.M.R. Eastern Division","Weapons and Explosives Offences","Number","16"
"Recorded Crime Offences Under Reservation","2019","65205 Shankill, D.M.R. Eastern Division","Damage to property and to the environment","Number","113"
"Recorded Crime Offences Under Reservation","2019","65205 Shankill, D.M.R. Eastern Division","Public order and other social code offences","Number","75"
"Recorded Crime Offences Under Reservation","2019","65205 Shankill, D.M.R. Eastern Division","Offences against government, justice procedures and organisation of crime","Number","23"
"Recorded Crime Offences Under Reservation","2019","63105 Skerries, D.M.R. Northern Division","Attempts/threats to murder, assaults, harassments and related offences","Number","51"
